LU_NAME,KEY_REF,STEP_NO,DESCRIPTION,APP_DATE,NOTE,PREV_APPROVAL_DATE,PERSON_ID,APPROVAL_STATUS
DocIssue,DOC_CLASS=585^DOC_NO=2956778^DOC_REV=1^DOC_SHEET=1^,10,Orginator,,,,103549,
DocIssue,DOC_CLASS=585^DOC_NO=2956778^DOC_REV=1^DOC_SHEET=1^,20,Engineer approval,,,,103633,
DocIssue,DOC_CLASS=585^DOC_NO=2956778^DOC_REV=1^DOC_SHEET=1^,30,Sup/Lead approval,,,,103568,
DocIssue,DOC_CLASS=585^DOC_NO=2956778^DOC_REV=1^DOC_SHEET=1^,40,Manufacturing Tech release,,,,103549,
DocIssue,DOC_CLASS=701^DOC_NO=2957671^DOC_REV=()^DOC_SHEET=1^,10,Manufacturing Engineer,,,,100599,
DocIssue,DOC_CLASS=700^DOC_NO=2963770^DOC_REV=E^DOC_SHEET=1^,20,Cognizant Engineer,,,,100825,
DocIssue,DOC_CLASS=700^DOC_NO=2963770^DOC_REV=E^DOC_SHEET=1^,30,MFG Engineer,,,,103632,
DocIssue,DOC_CLASS=700^DOC_NO=2963770^DOC_REV=E^DOC_SHEET=1^,10,Process ECO,,,,103368,
DocIssue,DOC_CLASS=700^DOC_NO=2963770^DOC_REV=E^DOC_SHEET=1^,90,Release Documents,,,,103368,
DocIssue,DOC_CLASS=700^DOC_NO=2848425^DOC_REV=()^DOC_SHEET=1^,20,Review and approve revised EI 401,,,,100597,
DocIssue,DOC_CLASS=580^DOC_NO=2956455^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2956455^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,100513,
DocIssue,DOC_CLASS=580^DOC_NO=2956455^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,100551,
DocIssue,DOC_CLASS=700^DOC_NO=2984915^DOC_REV=()^DOC_SHEET=1^,10,Snsr/Inst Engineering Coordinator,,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2984915^DOC_REV=()^DOC_SHEET=1^,80,"Snsr/Inst: Eng Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2984915^DOC_REV=()^DOC_SHEET=1^,30,Snsr/Inst: Drafter,,,,100639,
DocIssue,DOC_CLASS=825^DOC_NO=3022059^DOC_REV=()^DOC_SHEET=1^,30,Add Subcontracting Cost,,,,103161,
DocIssue,DOC_CLASS=825^DOC_NO=3022059^DOC_REV=()^DOC_SHEET=1^,20,Add Outside Service Item,,,,103161,
DocIssue,DOC_CLASS=825^DOC_NO=3022059^DOC_REV=()^DOC_SHEET=1^,10,Create Outside Op Item,,,,100494,
DocIssue,DOC_CLASS=700^DOC_NO=2978854^DOC_REV=()^DOC_SHEET=1^,80,"Snsr/Inst: Eng Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2978854^DOC_REV=()^DOC_SHEET=1^,40,Snsr/Inst Dsgn Eng,,,,103386,
DocIssue,DOC_CLASS=701^DOC_NO=2979531^DOC_REV=()^DOC_SHEET=1^,10,Generate list of affected docs,,Consider populating Where Used tab for these docs.,,100179,
DocIssue,DOC_CLASS=735^DOC_NO=2965279^DOC_REV=()^DOC_SHEET=1^,5,Tech/Process Owner Approval,,Deviation canceled due to heatsinks will be MRB instead of reworked.,,103242,
DocIssue,DOC_CLASS=700^DOC_NO=2956006^DOC_REV=()^DOC_SHEET=1^,20,Draft Engineer Review,,Review AI and add tooling info,,103273,
DocIssue,DOC_CLASS=700^DOC_NO=2956006^DOC_REV=()^DOC_SHEET=1^,20,Eng Coord - creates SOs with tooling inf,,Create PDFs of SOs with tooling info. Save to part's DHF.,,100085,
DocIssue,DOC_CLASS=700^DOC_NO=2956006^DOC_REV=()^DOC_SHEET=1^,35,Proto Tecj - HEMI recipe review,,Review AI recipe drop downs vs. process cards.,,100868,
DocIssue,DOC_CLASS=700^DOC_NO=2956006^DOC_REV=()^DOC_SHEET=1^,50,Tech Writer - Updates content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2956006^DOC_REV=()^DOC_SHEET=1^,60,Cog Eng –  HEMI / 1st approval,,Review AI for product specific content,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=2956006^DOC_REV=()^DOC_SHEET=1^,70,Tech writer makes final updates,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2848425^DOC_REV=()^DOC_SHEET=1^,30,Release EI 401 Rev A,,,,103611,
DocIssue,DOC_CLASS=700^DOC_NO=2973921^DOC_REV=()^DOC_SHEET=1^,10,Snsr/Inst Engineering Coordinator,,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2973921^DOC_REV=()^DOC_SHEET=1^,80,"Snsr/Inst: Eng Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2956006^DOC_REV=()^DOC_SHEET=1^,100,Eng Coord - HEMI / Release Distribute AI,,,,100085,
DocIssue,DOC_CLASS=580^DOC_NO=2857679^DOC_REV=2^DOC_SHEET=1^,10,Originator,,,,100146,
DocIssue,DOC_CLASS=580^DOC_NO=2857679^DOC_REV=2^DOC_SHEET=1^,20,Approver,,,,103309,
DocIssue,DOC_CLASS=701^DOC_NO=2908283^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2908283^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2908283^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=735^DOC_NO=2968996^DOC_REV=A^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,100657,
DocIssue,DOC_CLASS=735^DOC_NO=2968996^DOC_REV=A^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,100657,
DocIssue,DOC_CLASS=735^DOC_NO=2968996^DOC_REV=A^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,100120,
DocIssue,DOC_CLASS=735^DOC_NO=2968996^DOC_REV=A^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,102450,
DocIssue,DOC_CLASS=735^DOC_NO=2968996^DOC_REV=A^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103232,
DocIssue,DOC_CLASS=735^DOC_NO=2968996^DOC_REV=A^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103083,
DocIssue,DOC_CLASS=735^DOC_NO=2968996^DOC_REV=A^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,103173,
DocIssue,DOC_CLASS=700^DOC_NO=2977599^DOC_REV=()^DOC_SHEET=1^,10,Snsr/Inst: Dsgn Eng,,Open ECO for simple changes,,103386,
DocIssue,DOC_CLASS=701^DOC_NO=2888715^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2888715^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2888715^DOC_REV=()^DOC_SHEET=1^,15,ECR - Send to appropriate Eng,,,,100309,
DocIssue,DOC_CLASS=735^DOC_NO=3009463^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103268,
DocIssue,DOC_CLASS=735^DOC_NO=3009463^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103309,
DocIssue,DOC_CLASS=735^DOC_NO=3009463^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,103268,
DocIssue,DOC_CLASS=735^DOC_NO=3009463^DOC_REV=()^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,,,,103344,
DocIssue,DOC_CLASS=735^DOC_NO=3009463^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103676,
DocIssue,DOC_CLASS=700^DOC_NO=3007525^DOC_REV=()^DOC_SHEET=1^,10,Snsr/Inst Engineering Coordinator,,,,100309,
DocIssue,DOC_CLASS=580^DOC_NO=2746412^DOC_REV=4^DOC_SHEET=1^,10,Originator,,,,100146,
DocIssue,DOC_CLASS=580^DOC_NO=2746412^DOC_REV=4^DOC_SHEET=1^,20,Approver,,,,103309,
DocIssue,DOC_CLASS=700^DOC_NO=2956006^DOC_REV=()^DOC_SHEET=1^,10,Tech Writer - Convert old AI to HEMI AI,,"Upon completion of documentation and ECO creation, TW routes ECO for approvals",,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3007525^DOC_REV=()^DOC_SHEET=1^,80,"Snsr/Inst: Eng Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=3007525^DOC_REV=()^DOC_SHEET=1^,30,Snsr/Inst: Drafter,,,,100639,
DocIssue,DOC_CLASS=A500^DOC_NO=2991481^DOC_REV=()^DOC_SHEET=1^,10,Start AR,,,,100179,
DocIssue,DOC_CLASS=A500^DOC_NO=2991481^DOC_REV=()^DOC_SHEET=1^,20,"Complete RACI, Training Plan Overview",,,,103594,
DocIssue,DOC_CLASS=A500^DOC_NO=2991481^DOC_REV=()^DOC_SHEET=1^,30,Update info SPI 64-1142,,,,100179,
DocIssue,DOC_CLASS=735^DOC_NO=2930794^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103379,
DocIssue,DOC_CLASS=735^DOC_NO=2930794^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103107,
DocIssue,DOC_CLASS=735^DOC_NO=2930794^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,103379,
DocIssue,DOC_CLASS=735^DOC_NO=2930794^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,103616,
DocIssue,DOC_CLASS=735^DOC_NO=2930794^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103083,
DocIssue,DOC_CLASS=735^DOC_NO=2930794^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,,,,103456,
DocIssue,DOC_CLASS=735^DOC_NO=2898033^DOC_REV=2^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103639,
DocIssue,DOC_CLASS=735^DOC_NO=2898033^DOC_REV=2^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103386,
DocIssue,DOC_CLASS=735^DOC_NO=2898033^DOC_REV=2^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,103639,
DocIssue,DOC_CLASS=735^DOC_NO=2898033^DOC_REV=2^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,100604,
DocIssue,DOC_CLASS=735^DOC_NO=2898033^DOC_REV=2^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,102450,
DocIssue,DOC_CLASS=580^DOC_NO=2950881^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2950881^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2950881^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,100551,
DocIssue,DOC_CLASS=735^DOC_NO=2936824^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103034,
DocIssue,DOC_CLASS=735^DOC_NO=2936824^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,100825,
DocIssue,DOC_CLASS=735^DOC_NO=2936824^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,103335,
DocIssue,DOC_CLASS=735^DOC_NO=2936824^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,100265,
DocIssue,DOC_CLASS=700^DOC_NO=2992536^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992536^DOC_REV=()^DOC_SHEET=1^,20,Drafting - HEMI  populate MTA,,,,103273,
DocIssue,DOC_CLASS=700^DOC_NO=2992536^DOC_REV=()^DOC_SHEET=1^,50,Proto tech - HEMI Recipe Review,,,,100868,
DocIssue,DOC_CLASS=700^DOC_NO=2992536^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992545^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2962749^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992545^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992549^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2992549^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2962749^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=2962749^DOC_REV=()^DOC_SHEET=1^,70,Cog Eng –  HEMI / final approval,,,,102057,
DocIssue,DOC_CLASS=700^DOC_NO=3001762^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3001762^DOC_REV=()^DOC_SHEET=1^,50,Proto tech - HEMI Recipe Review,,,,100868,
DocIssue,DOC_CLASS=700^DOC_NO=3001762^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3001762^DOC_REV=()^DOC_SHEET=1^,15,Drafting - HEMI populate MTA & AW images,,,,103273,
DocIssue,DOC_CLASS=700^DOC_NO=3001762^DOC_REV=()^DOC_SHEET=1^,70,Tech - HEMI final AI recipe review,,,,103455,
DocIssue,DOC_CLASS=701^DOC_NO=2905087^DOC_REV=()^DOC_SHEET=1^,10,"Originator-Type ID#, delete ARG_NO_NAM",,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=2905087^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=735^DOC_NO=3085292^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103034,
DocIssue,DOC_CLASS=735^DOC_NO=3085292^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,100825,
DocIssue,DOC_CLASS=700^DOC_NO=2935079^DOC_REV=()^DOC_SHEET=1^,170,Snsr/Inst Engineering Coordinator,,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2935079^DOC_REV=()^DOC_SHEET=1^,180,Snsr/Inst: Dsgn Eng Precheck,,,,100060,
DocIssue,DOC_CLASS=700^DOC_NO=2935079^DOC_REV=()^DOC_SHEET=1^,200,Snsr/Inst: Dsgn Eng,,,,100060,
DocIssue,DOC_CLASS=700^DOC_NO=2935079^DOC_REV=()^DOC_SHEET=1^,240,"Snsr/Inst: Eng Coord, Release Distribute",,,,100309,
DocIssue,DOC_CLASS=700^DOC_NO=2935079^DOC_REV=()^DOC_SHEET=1^,190,Snsr/Inst: Drafter,,,,100043,
DocIssue,DOC_CLASS=701^DOC_NO=2905087^DOC_REV=()^DOC_SHEET=1^,40,Notify Creator of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=2905087^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2905087^DOC_REV=()^DOC_SHEET=1^,20,Disposition ECR - Cog Eng,,,,103385,
DocIssue,DOC_CLASS=701^DOC_NO=2905087^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=2905087^DOC_REV=()^DOC_SHEET=1^,40,Notify Lead of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=A2200^DOC_NO=3026400^DOC_REV=()^DOC_SHEET=1^,20,Fiannce - review value,,,,100033,
DocIssue,DOC_CLASS=A2200^DOC_NO=3026400^DOC_REV=()^DOC_SHEET=1^,60,Finance - complete form,,,,100033,
DocIssue,DOC_CLASS=A2200^DOC_NO=3026400^DOC_REV=()^DOC_SHEET=1^,70,Maintenance - complete form,,,,100716,
DocIssue,DOC_CLASS=A2200^DOC_NO=3026400^DOC_REV=()^DOC_SHEET=1^,40,Leadership - review & approve,,,,103069,
DocIssue,DOC_CLASS=580^DOC_NO=1876163^DOC_REV=3^DOC_SHEET=1^,10,Originator,,,,100086,
DocIssue,DOC_CLASS=580^DOC_NO=1876163^DOC_REV=3^DOC_SHEET=1^,20,Approval,,,,103415,
DocIssue,DOC_CLASS=580^DOC_NO=1876163^DOC_REV=3^DOC_SHEET=1^,30,Release Doc,,,,100086,
DocIssue,DOC_CLASS=735^DOC_NO=2990128^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,100086,
DocIssue,DOC_CLASS=735^DOC_NO=2929921^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103379,
DocIssue,DOC_CLASS=735^DOC_NO=2929921^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103107,
DocIssue,DOC_CLASS=735^DOC_NO=2929921^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,103379,
DocIssue,DOC_CLASS=735^DOC_NO=2929921^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,103616,
DocIssue,DOC_CLASS=735^DOC_NO=2929921^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103083,
DocIssue,DOC_CLASS=735^DOC_NO=2929921^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,,,,103456,
DocIssue,DOC_CLASS=866^DOC_NO=3060471^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103034,
DocIssue,DOC_CLASS=866^DOC_NO=3060471^DOC_REV=()^DOC_SHEET=1^,20,Process Engineer,,,,103913,
DocIssue,DOC_CLASS=866^DOC_NO=3060471^DOC_REV=()^DOC_SHEET=1^,30,Calibration,,,,100355,
DocIssue,DOC_CLASS=735^DOC_NO=3023805^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103551,
DocIssue,DOC_CLASS=735^DOC_NO=3023805^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,102057,
DocIssue,DOC_CLASS=735^DOC_NO=3023805^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,103455,
DocIssue,DOC_CLASS=735^DOC_NO=3023805^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,103831,
DocIssue,DOC_CLASS=735^DOC_NO=3023805^DOC_REV=()^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,,,,103344,
DocIssue,DOC_CLASS=735^DOC_NO=3023805^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,,,,103456,
DocIssue,DOC_CLASS=700^DOC_NO=3025565^DOC_REV=()^DOC_SHEET=1^,10,Process ECO,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=3025565^DOC_REV=()^DOC_SHEET=1^,40,"QA Engineering, Corrective action",,,,100210,
DocIssue,DOC_CLASS=700^DOC_NO=3025565^DOC_REV=()^DOC_SHEET=1^,60,"Purchasing,",,,,103078,
DocIssue,DOC_CLASS=700^DOC_NO=3025565^DOC_REV=()^DOC_SHEET=1^,90,Release Documents,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=3025565^DOC_REV=()^DOC_SHEET=1^,50,Planner-Review Tooling in IFS,,,,100251,
DocIssue,DOC_CLASS=700^DOC_NO=3003977^DOC_REV=()^DOC_SHEET=1^,10,"Tech Writer - HEMI Convert AI, make ECO",,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3003977^DOC_REV=()^DOC_SHEET=1^,60,Tech Writer - HEMI update content,,,,103587,
DocIssue,DOC_CLASS=700^DOC_NO=3003977^DOC_REV=()^DOC_SHEET=1^,15,Cog Eng - HEMI content review,,,,102057,
DocIssue,DOC_CLASS=580^DOC_NO=2902207^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2902207^DOC_REV=()^DOC_SHEET=1^,20,Aproval,,,,103455,
DocIssue,DOC_CLASS=580^DOC_NO=2902207^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2902223^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103424,
DocIssue,DOC_CLASS=580^DOC_NO=2902223^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,103455,
DocIssue,DOC_CLASS=580^DOC_NO=2902223^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,103424,
DocIssue,DOC_CLASS=253^DOC_NO=2256213^DOC_REV=5.1^DOC_SHEET=1^,10,Update document,,,,100060,
DocIssue,DOC_CLASS=253^DOC_NO=2256213^DOC_REV=5.1^DOC_SHEET=1^,20,Review and approve document,,,,100634,
DocIssue,DOC_CLASS=735^DOC_NO=2890429^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,100657,
DocIssue,DOC_CLASS=735^DOC_NO=2970005^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,,,103229,
DocIssue,DOC_CLASS=735^DOC_NO=2970005^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,,,,103385,
DocIssue,DOC_CLASS=735^DOC_NO=2970005^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,103126,
DocIssue,DOC_CLASS=735^DOC_NO=2970005^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,100604,
DocIssue,DOC_CLASS=735^DOC_NO=2970005^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,,,,103229,
DocIssue,DOC_CLASS=701^DOC_NO=3044311^DOC_REV=()^DOC_SHEET=1^,10,"Originator-Type ID#, delete ARG_NO_NAM",,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=3044311^DOC_REV=()^DOC_SHEET=1^,10,ECR creation-completed correctly?,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=3044311^DOC_REV=()^DOC_SHEET=1^,40,Notify Creator of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=701^DOC_NO=3044311^DOC_REV=()^DOC_SHEET=1^,50,Close ECR,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=3044311^DOC_REV=()^DOC_SHEET=1^,20,Disposition ECR - Cog Eng,,,,103386,
DocIssue,DOC_CLASS=701^DOC_NO=3044311^DOC_REV=()^DOC_SHEET=1^,30,Implement disposition,,,,100309,
DocIssue,DOC_CLASS=701^DOC_NO=3044311^DOC_REV=()^DOC_SHEET=1^,40,Notify Lead of ECR disposition,,,,100604,
DocIssue,DOC_CLASS=585^DOC_NO=3005195^DOC_REV=()^DOC_SHEET=1^,10,"Review, Approve Job Aid",,,,103043,
DocIssue,DOC_CLASS=585^DOC_NO=3005195^DOC_REV=()^DOC_SHEET=1^,20,"Review, Approve Job Aid",,,,103317,
DocIssue,DOC_CLASS=585^DOC_NO=3005195^DOC_REV=()^DOC_SHEET=1^,30,"Click Release, Add to WC2185 folder",,,,100179,
DocIssue,DOC_CLASS=585^DOC_NO=2737537^DOC_REV=A^DOC_SHEET=1^,10,"Review, Approve Job Aid",,,,103043,
DocIssue,DOC_CLASS=585^DOC_NO=2737537^DOC_REV=A^DOC_SHEET=1^,20,"Review, Approve Job Aid",,,,103317,
DocIssue,DOC_CLASS=585^DOC_NO=2737537^DOC_REV=A^DOC_SHEET=1^,30,"Click Release, Add to WC2185 folder",,,,100179,
DocIssue,DOC_CLASS=735^DOC_NO=3057807^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,,This deviation is no longer necessary.  The shop order was completed without tinnng the leads.,,100657,
DocIssue,DOC_CLASS=735^DOC_NO=3057807^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,,,,100657,
DocIssue,DOC_CLASS=735^DOC_NO=3057807^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,,,,100050,
DocIssue,DOC_CLASS=735^DOC_NO=3057807^DOC_REV=()^DOC_SHEET=1^,45,Prod Supervisor Appr_Delete if lead appr,,,,100776,
DocIssue,DOC_CLASS=735^DOC_NO=3057807^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,103834,
DocIssue,DOC_CLASS=735^DOC_NO=3057807^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,,,,102450,
DocIssue,DOC_CLASS=580^DOC_NO=2746412^DOC_REV=6^DOC_SHEET=1^,10,Originator,,,,100146,
DocIssue,DOC_CLASS=580^DOC_NO=2746412^DOC_REV=6^DOC_SHEET=1^,20,Approver,,,,103309,
DocIssue,DOC_CLASS=580^DOC_NO=2904093^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,100551,
DocIssue,DOC_CLASS=580^DOC_NO=2904093^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,100513,
DocIssue,DOC_CLASS=580^DOC_NO=2904093^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,100551,
DocIssue,DOC_CLASS=A500^DOC_NO=3048780^DOC_REV=()^DOC_SHEET=1^,10,TW: Start AR,,,,100179,
DocIssue,DOC_CLASS=A500^DOC_NO=3048780^DOC_REV=()^DOC_SHEET=1^,20,"PE:Complete RACI, Training Plan Overview",,,,103913,
DocIssue,DOC_CLASS=A500^DOC_NO=3048780^DOC_REV=()^DOC_SHEET=1^,30,Train Coord: See TPO,,,,100836,
DocIssue,DOC_CLASS=A500^DOC_NO=3048780^DOC_REV=()^DOC_SHEET=1^,30,TW: Update Distribution list,,,,100179,
DocIssue,DOC_CLASS=580^DOC_NO=2960879^DOC_REV=-^DOC_SHEET=1^,10,Originator,,,,103455,
DocIssue,DOC_CLASS=580^DOC_NO=2960879^DOC_REV=-^DOC_SHEET=1^,20,Approve Doc.,,,,102057,
DocIssue,DOC_CLASS=580^DOC_NO=2960879^DOC_REV=-^DOC_SHEET=1^,30,Release Doc.,,,,103455,
DocIssue,DOC_CLASS=700^DOC_NO=2992543^DOC_REV=()^DOC_SHEET=1^,35,MFG ENG - HEMI SMT Content,,,,103309,
DocIssue,DOC_CLASS=580^DOC_NO=3058373^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103379,
DocIssue,DOC_CLASS=580^DOC_NO=3058373^DOC_REV=()^DOC_SHEET=1^,20,Approval,,,,102057,
DocIssue,DOC_CLASS=580^DOC_NO=3058373^DOC_REV=()^DOC_SHEET=1^,30,Release Doc,,,,103379,
DocIssue,DOC_CLASS=701^DOC_NO=2983316^DOC_REV=()^DOC_SHEET=1^,10,Originator,,,,103428,
DocIssue,DOC_CLASS=701^DOC_NO=2983316^DOC_REV=()^DOC_SHEET=1^,30,Cog Eng,,,,103161,
DocIssue,DOC_CLASS=701^DOC_NO=2983316^DOC_REV=()^DOC_SHEET=1^,40,Notify Originator of ECR disposition,,,,100259,
